Time (matlabs datenum format),Cloud base height (decameters)
733524.2917,231
733524.3333,171
733524.375,161
733524.4167,221
733524.4583,291
733524.5,441
733524.5417,271
733524.5833,391
733524.625,441
733524.6667,211
733524.7083,11
733524.75,71
733524.7917,231
733524.8333,381
733524.875,251
733524.9167,181
733524.9583,101
733525,31
733525.0417,291
733525.0833,121
733525.125,101
733525.1667,301
733525.2083,331
733525.25,421
733525.2917,301
733525.3333,241
733525.375,201
733525.4167,1
733525.4583,101
733525.5,161
733525.5417,101
733525.5833,481
733525.625,201
733525.6667,31
733525.7083,381
733525.75,321
733525.7917,351
733525.8333,311
733525.875,481
733525.9167,411
733525.9583,421
733526,491
733526.0417,71
733526.0833,171
733526.125,361
733526.1667,401
733526.2083,31
733526.25,451
733526.2917,11
733526.3333,461
733526.375,451
733526.4167,271
733526.4583,71
733526.5,151
733526.5417,171
733526.5833,321
733526.625,431
733526.6667,441
733526.7083,161
733526.75,411
733526.7917,381
733526.8333,471
733526.875,181
733526.9167,451
733526.9583,471
733527,231
733527.0417,411
733527.0833,141
733527.125,411
733527.1667,271
733527.2083,191
733527.25,61
733527.2917,241
733527.3333,231
733527.375,41
733527.4167,491
733527.4583,61
733527.5,131
733527.5417,451
733527.5833,351
733527.625,171
733527.6667,481
733527.7083,351
733527.75,11
733527.7917,221
733527.8333,391
733527.875,41
733527.9167,451
733527.9583,71
733528,91
733528.0417,491
733528.0833,51
733528.125,201
733528.1667,431
733528.2083,111
733528.25,81
733528.2917,211
733528.3333,291
733528.375,261
733528.4167,381
733528.4583,181
733528.5,191
733528.5417,481
733528.5833,451
733528.625,311
733528.6667,201
733528.7083,161
733528.75,131
733528.7917,61
733528.8333,21
733528.875,221
733528.9167,81
733528.9583,61
733529,281
733529.0417,431
733529.0833,271
733529.125,381
733529.1667,41
733529.2083,501
733529.25,431
733529.2917,461
733529.3333,281
733529.375,311
733529.4167,441
733529.4583,31
733529.5,311
733529.5417,271
733529.5833,101
733529.625,251
733529.6667,131
733529.7083,361
733529.75,361
733529.7917,71
733529.8333,421
733529.875,271
733529.9167,281
733529.9583,81
733530,371
733530.0417,461
733530.0833,421
733530.125,281
733530.1667,431
733530.2083,41
733530.25,261
733530.2917,71
733530.3333,51
733530.375,151
733530.4167,161
733530.4583,61
733530.5,361
733530.5417,191
733530.5833,431
733530.625,131
733530.6667,51
733530.7083,411
733530.75,11
733530.7917,351
733530.8333,51
733530.875,71
733530.9167,151
733530.9583,101
733531,71
733531.0417,181
733531.0833,181
733531.125,391
733531.1667,381
733531.2083,111
733531.25,151
733531.2917,91
733531.3333,471
733531.375,341
733531.4167,421
733531.4583,241
733531.5,461
733531.5417,491
733531.5833,501
733531.625,221
733531.6667,51
733531.7083,51
733531.75,181
733531.7917,71
733531.8333,141
733531.875,341
733531.9167,91
733531.9583,241
733532,451
733532.0417,431
733532.0833,271
733532.125,311
733532.1667,411
733532.2083,31
733532.25,101
733532.2917,301
733532.3333,71
733532.375,441
733532.4167,381
733532.4583,471
733532.5,381
733532.5417,21
733532.5833,91
733532.625,341
733532.6667,51
733532.7083,261
733532.75,291
733532.7917,391
733532.8333,121
733532.875,41
733532.9167,371
733532.9583,321
733533,271
733533.0417,471
733533.0833,61
733533.125,41
733533.1667,261
733533.2083,461
733533.25,31
733533.2917,81
733533.3333,321
733533.375,471
733533.4167,101
733533.4583,361
733533.5,341
733533.5417,121
733533.5833,341
733533.625,301
733533.6667,361
733533.7083,131
733533.75,61
733533.7917,221
733533.8333,21
733533.875,481
733533.9167,211
733533.9583,451
733534,411
733534.0417,361
733534.0833,391
733534.125,351
733534.1667,341
733534.2083,501
733534.25,201
733534.2917,441
733534.3333,261
733534.375,331
733534.4167,411
733534.4583,411
733534.5,281
733534.5417,61
733534.5833,101
733534.625,331
733534.6667,301
733534.7083,91
733534.75,481
733534.7917,211
733534.8333,11
733534.875,391
733534.9167,471
733534.9583,161
733535,11
733535.0417,171
733535.0833,421
733535.125,341
733535.1667,171
733535.2083,251
733535.25,61
733535.2917,191
733535.3333,161
733535.375,311
733535.4167,301
733535.4583,271
733535.5,401
733535.5417,471
733535.5833,1
733535.625,101
733535.6667,381
733535.7083,161
733535.75,321
733535.7917,291
733535.8333,31
733535.875,311
733535.9167,411
733535.9583,11
733536,61
733536.0417,361
733536.0833,61
733536.125,141
733536.1667,281
733536.2083,471
733536.25,31
733536.2917,381
733536.3333,201
733536.375,391
733536.4167,11
733536.4583,251
733536.5,31
733536.5417,481
733536.5833,11
733536.625,451
733536.6667,131
733536.7083,241
733536.75,111
733536.7917,381
733536.8333,481
733536.875,211
733536.9167,91
733536.9583,11
733537,161
733537.0417,101
733537.0833,351
733537.125,111
733537.1667,51
733537.2083,301
733537.25,321
733537.2917,161
733537.3333,211
733537.375,231
733537.4167,311
733537.4583,171
733537.5,11
733537.5417,351
733537.5833,411
733537.625,311
733537.6667,441
733537.7083,361
733537.75,431
733537.7917,161
733537.8333,151
733537.875,161
733537.9167,271
733537.9583,71
733538,21
733538.0417,411
733538.0833,21
733538.125,381
733538.1667,351
733538.2083,451
733538.25,431
733538.2917,301
733538.3333,421
733538.375,311
733538.4167,241
733538.4583,181
733538.5,71
733538.5417,221
733538.5833,471
733538.625,61
733538.6667,1
733538.7083,421
733538.75,421
733538.7917,361
733538.8333,101
733538.875,431
733538.9167,311
733538.9583,391
733539,141
733539.0417,121
733539.0833,331
733539.125,21
733539.1667,251
733539.2083,361
733539.25,161
733539.2917,391
733539.3333,391
733539.375,81
733539.4167,431
733539.4583,1
733539.5,331
733539.5417,101
733539.5833,321
733539.625,51
733539.6667,221
733539.7083,141
733539.75,51
733539.7917,61
733539.8333,161
733539.875,411
733539.9167,441
733539.9583,231
733540,501
733540.0417,391
733540.0833,21
733540.125,141
733540.1667,341
733540.2083,351
733540.25,431
733540.2917,311
733540.3333,431
733540.375,101
733540.4167,201
733540.4583,371
733540.5,501
733540.5417,331
733540.5833,301
733540.625,91
733540.6667,41
733540.7083,391
733540.75,271
733540.7917,251
733540.8333,321
733540.875,201
733540.9167,301
733540.9583,1
733541,231
733541.0417,431
733541.0833,261
733541.125,491
733541.1667,21
733541.2083,311
733541.25,81
733541.2917,471
733541.3333,221
733541.375,331
733541.4167,291
733541.4583,141
733541.5,451
733541.5417,351
733541.5833,381
733541.625,271
733541.6667,251
733541.7083,211
733541.75,181
733541.7917,431
733541.8333,491
733541.875,261
733541.9167,391
733541.9583,251
733542,391
733542.0417,171
733542.0833,311
733542.125,431
733542.1667,391
733542.2083,181
733542.25,321
733542.2917,481
733542.3333,381
733542.375,71
733542.4167,321
733542.4583,141
733542.5,251
733542.5417,491
733542.5833,421
733542.625,41
733542.6667,241
733542.7083,181
733542.75,51
733542.7917,201
733542.8333,371
733542.875,111
733542.9167,71
733542.9583,321
733543,351
733543.0417,411
733543.0833,131
733543.125,261
733543.1667,371
733543.2083,341
733543.25,281
733543.2917,311
733543.3333,471
733543.375,201
733543.4167,391
733543.4583,221
733543.5,31
733543.5417,71
733543.5833,201
733543.625,431
733543.6667,471
733543.7083,151
733543.75,51
733543.7917,371
733543.8333,91
733543.875,181
733543.9167,411
733543.9583,111
733544,91
733544.0417,141
733544.0833,471
733544.125,491
733544.1667,381
733544.2083,21
733544.25,141
733544.2917,11
733544.3333,431
733544.375,431
733544.4167,151
733544.4583,301
733544.5,181
733544.5417,371
733544.5833,231
733544.625,281
733544.6667,451
733544.7083,351
733544.75,161
733544.7917,451
733544.8333,391
733544.875,321
733544.9167,341
733544.9583,331
733545,221
733545.0417,491
733545.0833,351
733545.125,61
733545.1667,331
733545.2083,331
733545.25,151
733545.2917,41
733545.3333,81
733545.375,51
733545.4167,271
733545.4583,281
733545.5,461
733545.5417,81
733545.5833,341
733545.625,461
733545.6667,241
733545.7083,241
733545.75,411
733545.7917,71
733545.8333,361
733545.875,401
733545.9167,361
733545.9583,141
733546,451
733546.0417,171
733546.0833,421
733546.125,401
733546.1667,241
733546.2083,261
733546.25,381
733546.2917,501
733546.3333,421
733546.375,111
733546.4167,61
733546.4583,251
733546.5,191
733546.5417,271
733546.5833,281
733546.625,191
733546.6667,171
733546.7083,361
733546.75,471
733546.7917,291
733546.8333,471
733546.875,81
733546.9167,491
733546.9583,1
733547,241
733547.0417,191
733547.0833,451
733547.125,281
733547.1667,191
733547.2083,301
733547.25,341
733547.2917,61
733547.3333,281
733547.375,121
733547.4167,401
733547.4583,451
733547.5,301
733547.5417,311
733547.5833,171
733547.625,231
733547.6667,351
733547.7083,361
733547.75,401
733547.7917,371
733547.8333,441
733547.875,471
733547.9167,181
733547.9583,101
733548,491
733548.0417,31
733548.0833,401
733548.125,61
733548.1667,301
733548.2083,61
733548.25,171
733548.2917,261
733548.3333,301
733548.375,171
733548.4167,111
733548.4583,351
733548.5,151
733548.5417,261
733548.5833,31
733548.625,281
733548.6667,321
733548.7083,231
733548.75,311
733548.7917,351
733548.8333,281
733548.875,351
733548.9167,211
733548.9583,501
733549,411
733549.0417,31
733549.0833,51
733549.125,211
733549.1667,201
733549.2083,461
733549.25,241
733549.2917,351
733549.3333,421
733549.375,241
733549.4167,141
733549.4583,371
733549.5,141
733549.5417,21
733549.5833,331
733549.625,441
733549.6667,141
733549.7083,331
733549.75,481
733549.7917,131
733549.8333,21
733549.875,191
733549.9167,461
733549.9583,31
733550,81
733550.0417,331
733550.0833,221
733550.125,381
733550.1667,121
733550.2083,281
733550.25,351
733550.2917,61
733550.3333,241
733550.375,231
733550.4167,161
733550.4583,481
733550.5,231
733550.5417,451
733550.5833,301
733550.625,141
733550.6667,81
733550.7083,221
733550.75,341
733550.7917,221
733550.8333,341
733550.875,421
733550.9167,221
733550.9583,251
733551,211
733551.0417,271
733551.0833,161
733551.125,471
733551.1667,121
733551.2083,321
733551.25,371
733551.2917,211
733551.3333,41
733551.375,151
733551.4167,151
733551.4583,131
733551.5,481
733551.5417,111
733551.5833,51
733551.625,171
733551.6667,81
733551.7083,21
733551.75,381
733551.7917,21
733551.8333,41
733551.875,201
733551.9167,91
733551.9583,21
733552,231
733552.0417,351
733552.0833,311
733552.125,121
733552.1667,111
733552.2083,171
733552.25,251
733552.2917,211
733552.3333,291
733552.375,501
733552.4167,221
733552.4583,331
733552.5,251
733552.5417,431
733552.5833,91
733552.625,241
733552.6667,441
733552.7083,31
733552.75,381
733552.7917,381
733552.8333,291
733552.875,191
733552.9167,181
733552.9583,301
733553,401
733553.0417,131
733553.0833,381
733553.125,381
733553.1667,471
733553.2083,221
733553.25,291
733553.2917,481
733553.3333,481
733553.375,81
733553.4167,171
733553.4583,161
733553.5,401
733553.5417,61
733553.5833,141
733553.625,11
733553.6667,111
733553.7083,1
733553.75,421
733553.7917,211
733553.8333,301
733553.875,261
733553.9167,151
733553.9583,411
733554,41
733554.0417,221
733554.0833,501
733554.125,301
733554.1667,31
733554.2083,481
733554.25,461
733554.2917,181
733554.3333,191
733554.375,491
733554.4167,491
733554.4583,271
733554.5,21
733554.5417,291
733554.5833,351
733554.625,101
733554.6667,151
733554.7083,221
733554.75,291
733554.7917,381
733554.8333,151
733554.875,231
733554.9167,151
733554.9583,11
733555,181
733555.0417,471
733555.0833,431
733555.125,491
733555.1667,131
733555.2083,161
733555.25,271
733555.2917,411
733555.3333,141
733555.375,311
733555.4167,381
733555.4583,461
733555.5,81
733555.5417,451
733555.5833,51
733555.625,321
733555.6667,251
733555.7083,441
733555.75,471
733555.7917,301
733555.8333,21
733555.875,391
733555.9167,411
733555.9583,191
733556,191
733556.0417,291
733556.0833,311
733556.125,471
733556.1667,121
733556.2083,211
733556.25,221
733556.2917,321
733556.3333,261
733556.375,91
733556.4167,201
733556.4583,191
733556.5,321
733556.5417,281
733556.5833,121
733556.625,191
733556.6667,451
733556.7083,371
733556.75,351
733556.7917,21
733556.8333,241
733556.875,81
733556.9167,151
733556.9583,361
733557,271
733557.0417,131
733557.0833,131
733557.125,421
733557.1667,351
733557.2083,361
733557.25,41
733557.2917,301
733557.3333,81
733557.375,211
733557.4167,331
733557.4583,271
733557.5,441
733557.5417,161
733557.5833,31
733557.625,331
733557.6667,281
733557.7083,371
733557.75,271
733557.7917,81
733557.8333,461
733557.875,181
733557.9167,471
733557.9583,31
733558,31
733558.0417,391
733558.0833,31
733558.125,151
733558.1667,191
733558.2083,391
733558.25,81
733558.2917,51
733558.3333,371
733558.375,371
733558.4167,91
733558.4583,291
733558.5,311
733558.5417,441
733558.5833,71
733558.625,331
733558.6667,161
733558.7083,391
733558.75,371
733558.7917,31
733558.8333,401
733558.875,351
733558.9167,471
733558.9583,161
733559,331
733559.0417,101
733559.0833,41
733559.125,61
733559.1667,151
733559.2083,1
733559.25,141
733559.2917,31
733559.3333,321
733559.375,401
733559.4167,91
733559.4583,21
733559.5,371
733559.5417,101
733559.5833,261
733559.625,201
733559.6667,301
733559.7083,201
733559.75,421
733559.7917,371
733559.8333,11
733559.875,71
733559.9167,11
733559.9583,251
733560,341
733560.0417,331
733560.0833,161
733560.125,251
733560.1667,431
733560.2083,91
733560.25,121
733560.2917,171
733560.3333,201
733560.375,221
733560.4167,41
733560.4583,371
733560.5,291
733560.5417,271
733560.5833,351
733560.625,171
733560.6667,311
733560.7083,181
733560.75,101
733560.7917,91
733560.8333,471
733560.875,361
733560.9167,31
733560.9583,281
733561,81
733561.0417,481
733561.0833,261
733561.125,391
733561.1667,421
733561.2083,361
733561.25,21
733561.2917,151
733561.3333,21
733561.375,381
733561.4167,121
733561.4583,401
733561.5,341
733561.5417,461
733561.5833,461
733561.625,431
733561.6667,391
733561.7083,81
733561.75,171
733561.7917,111
733561.8333,401
733561.875,311
733561.9167,151
733561.9583,341
733562,111
733562.0417,341
733562.0833,201
733562.125,11
733562.1667,41
733562.2083,491
733562.25,381
733562.2917,211
733562.3333,471
733562.375,261
733562.4167,391
733562.4583,271
733562.5,191
733562.5417,61
733562.5833,331
733562.625,161
733562.6667,471
733562.7083,471
733562.75,221
733562.7917,361
733562.8333,201
733562.875,331
733562.9167,271
733562.9583,171
733563,141
733563.0417,431
733563.0833,11
733563.125,11
733563.1667,351
733563.2083,201
733563.25,421
733563.2917,421
733563.3333,351
733563.375,411
733563.4167,381
733563.4583,471
733563.5,51
733563.5417,391
733563.5833,161
733563.625,431
733563.6667,31
733563.7083,11
733563.75,411
733563.7917,41
733563.8333,71
733563.875,361
733563.9167,231
733563.9583,91
733564,311
733564.0417,481
733564.0833,151
733564.125,21
733564.1667,381
733564.2083,371
733564.25,291
733564.2917,371
733564.3333,341
733564.375,171
733564.4167,51
733564.4583,61
733564.5,301
733564.5417,401
733564.5833,291
733564.625,351
733564.6667,241
733564.7083,241
733564.75,181
733564.7917,161
733564.8333,291
733564.875,1
733564.9167,91
733564.9583,91
733565,491
733565.0417,101
733565.0833,401
733565.125,261
733565.1667,261
733565.2083,321
733565.25,101
733565.2917,121
733565.3333,41
733565.375,471
733565.4167,201
733565.4583,251
733565.5,401
733565.5417,321
733565.5833,231
733565.625,481
733565.6667,251
733565.7083,101
733565.75,421
733565.7917,221
733565.8333,281
733565.875,91
733565.9167,391
733565.9583,211
733566,111
733566.0417,21
733566.0833,391
733566.125,251
733566.1667,171
733566.2083,441
733566.25,231
733566.2917,131
733566.3333,231
733566.375,41
733566.4167,211
733566.4583,261
733566.5,361
733566.5417,31
733566.5833,381
733566.625,361
733566.6667,451
733566.7083,361
733566.75,321
733566.7917,381
733566.8333,351
733566.875,101
733566.9167,81
733566.9583,391
733567,171
733567.0417,301
733567.0833,341
733567.125,211
733567.1667,291
733567.2083,171
733567.25,171
733567.2917,241
733567.3333,311
733567.375,401
733567.4167,221
733567.4583,451
733567.5,481
733567.5417,461
733567.5833,451
733567.625,231
733567.6667,11
733567.7083,441
733567.75,91
733567.7917,21
733567.8333,241
733567.875,251
733567.9167,271
733567.9583,341
733568,41
733568.0417,421
733568.0833,111
733568.125,481
733568.1667,111
733568.2083,141
733568.25,101
733568.2917,11
733568.3333,91
733568.375,301
733568.4167,201
733568.4583,51
733568.5,281
733568.5417,181
733568.5833,391
733568.625,271
733568.6667,301
733568.7083,381
733568.75,341
733568.7917,431
733568.8333,441
733568.875,261
733568.9167,391
733568.9583,321
733569,31
733569.0417,81
733569.0833,401
733569.125,21
733569.1667,101
733569.2083,31
733569.25,391
733569.2917,61
733569.3333,491
733569.375,331
733569.4167,291
733569.4583,281
733569.5,291
733569.5417,211
733569.5833,331
733569.625,451
733569.6667,171
733569.7083,481
733569.75,131
733569.7917,401
733569.8333,241
733569.875,181
733569.9167,371
733569.9583,401
733570,251
733570.0417,61
733570.0833,471
733570.125,361
733570.1667,171
733570.2083,291
733570.25,261
733570.2917,351
733570.3333,51
733570.375,421
733570.4167,21
733570.4583,281
733570.5,81
733570.5417,391
733570.5833,391
733570.625,371
733570.6667,451
733570.7083,401
733570.75,41
733570.7917,481
733570.8333,181
733570.875,301
733570.9167,181
733570.9583,301
733571,441
733571.0417,31
733571.0833,481
733571.125,371
733571.1667,311
733571.2083,341
733571.25,161
733571.2917,361
733571.3333,211
733571.375,81
733571.4167,421
733571.4583,81
733571.5,51
733571.5417,471
733571.5833,11
733571.625,501
733571.6667,11
733571.7083,181
733571.75,301
733571.7917,301
733571.8333,321
733571.875,471
733571.9167,381
733571.9583,391
733572,181
733572.0417,261
733572.0833,211
733572.125,481
733572.1667,461
733572.2083,461
733572.25,411
733572.2917,151
733572.3333,21
733572.375,211
733572.4167,251
733572.4583,41
733572.5,491
733572.5417,281
733572.5833,341
733572.625,181
733572.6667,41
733572.7083,51
733572.75,501
733572.7917,11
733572.8333,91
733572.875,211
733572.9167,441
733572.9583,371
733573,101
733573.0417,81
733573.0833,331
733573.125,371
733573.1667,51
733573.2083,261
733573.25,211
733573.2917,101
733573.3333,341
733573.375,501
733573.4167,81
733573.4583,191
733573.5,501
733573.5417,441
733573.5833,281
733573.625,351
733573.6667,111
733573.7083,51
733573.75,281
733573.7917,251
733573.8333,451
733573.875,311
733573.9167,61
733573.9583,471
733574,431
733574.0417,161
733574.0833,431
733574.125,211
733574.1667,361
733574.2083,21
733574.25,211
733574.2917,101
733574.3333,461
733574.375,231
733574.4167,471
733574.4583,251
733574.5,191
733574.5417,81
733574.5833,441
733574.625,91
733574.6667,81
733574.7083,121
733574.75,431
733574.7917,411
733574.8333,81
733574.875,341
733574.9167,421
733574.9583,41
733575,491
733575.0417,241
733575.0833,241
733575.125,111
733575.1667,51
733575.2083,191
733575.25,311
733575.2917,481
733575.3333,371
733575.375,371
733575.4167,461
733575.4583,151
733575.5,11
733575.5417,111
733575.5833,221
733575.625,421
733575.6667,161
733575.7083,291
733575.75,251
733575.7917,171
733575.8333,181
733575.875,151
733575.9167,401
733575.9583,11
733576,91
733576.0417,341
733576.0833,331
733576.125,201
733576.1667,211
733576.2083,371
733576.25,21
733576.2917,331
733576.3333,251
733576.375,401
733576.4167,391
733576.4583,221
733576.5,341
733576.5417,371
733576.5833,441
733576.625,71
733576.6667,431
733576.7083,271
733576.75,321
733576.7917,111
733576.8333,21
733576.875,331
733576.9167,11
733576.9583,41
733577,171
733577.0417,211
733577.0833,201
733577.125,421
733577.1667,51
733577.2083,141
733577.25,151
733577.2917,31
733577.3333,251
733577.375,211
733577.4167,161
733577.4583,21
733577.5,271
733577.5417,141
733577.5833,141
733577.625,161
733577.6667,491
733577.7083,491
733577.75,111
733577.7917,351
733577.8333,391
733577.875,321
733577.9167,61
733577.9583,381
733578,421
733578.0417,351
733578.0833,391
733578.125,121
733578.1667,171
733578.2083,501
733578.25,491
733578.2917,361
733578.3333,231
733578.375,371
733578.4167,491
733578.4583,41
733578.5,491
733578.5417,331
733578.5833,41
733578.625,231
733578.6667,271
733578.7083,241
733578.75,411
733578.7917,491
733578.8333,321
733578.875,151
733578.9167,141
733578.9583,11
733579,61
733579.0417,121
733579.0833,411
733579.125,111
733579.1667,191
733579.2083,491
733579.25,431
733579.2917,41
733579.3333,51
733579.375,171
733579.4167,71
733579.4583,41
733579.5,141
733579.5417,221
733579.5833,271
733579.625,171
733579.6667,291
733579.7083,71
733579.75,221
733579.7917,281
733579.8333,291
733579.875,331
733579.9167,111
733579.9583,431
733580,211
733580.0417,141
733580.0833,171
733580.125,181
733580.1667,41
733580.2083,471
733580.25,191
733580.2917,71
733580.3333,301
733580.375,181
733580.4167,261
733580.4583,161
733580.5,81
733580.5417,421
733580.5833,121
733580.625,111
733580.6667,31
733580.7083,481
733580.75,241
733580.7917,421
733580.8333,441
733580.875,181
733580.9167,381
733580.9583,341
733581,311
733581.0417,411
733581.0833,471
733581.125,461
733581.1667,331
733581.2083,231
733581.25,271
733581.2917,201
733581.3333,301
733581.375,461
733581.4167,471
733581.4583,291
733581.5,81
733581.5417,131
733581.5833,271
733581.625,101
733581.6667,91
733581.7083,131
733581.75,261
733581.7917,161
733581.8333,271
733581.875,41
733581.9167,101
733581.9583,201
733582,301
733582.0417,461
733582.0833,431
733582.125,501
733582.1667,401
733582.2083,321
733582.25,171
733582.2917,421
733582.3333,31
733582.375,411
733582.4167,271
733582.4583,371
733582.5,141
733582.5417,461
733582.5833,271
733582.625,221
733582.6667,271
733582.7083,191
733582.75,481
733582.7917,401
733582.8333,491
733582.875,391
733582.9167,431
733582.9583,231
733583,381
733583.0417,401
733583.0833,281
733583.125,211
733583.1667,481
733583.2083,61
733583.25,491
733583.2917,311
733583.3333,231
733583.375,51
733583.4167,221
733583.4583,441
733583.5,181
733583.5417,121
733583.5833,211
733583.625,391
733583.6667,391
733583.7083,461
733583.75,41
733583.7917,71
733583.8333,501
733583.875,241
733583.9167,131
733583.9583,301
733584,111
733584.0417,171
733584.0833,381
733584.125,331
733584.1667,261
733584.2083,101
733584.25,321
733584.2917,311
733584.3333,161
733584.375,151
733584.4167,261
733584.4583,441
733584.5,421
733584.5417,241
733584.5833,481
733584.625,191
733584.6667,241
733584.7083,311
733584.75,461
733584.7917,431
733584.8333,281
733584.875,351
733584.9167,51
733584.9583,211
733585,391
733585.0417,21
733585.0833,231
733585.125,461
733585.1667,171
733585.2083,431
733585.25,441
733585.2917,351
733585.3333,281
733585.375,71
733585.4167,41
733585.4583,191
733585.5,211
733585.5417,331
733585.5833,221
733585.625,301
733585.6667,281
733585.7083,251
733585.75,241
733585.7917,491
733585.8333,151
733585.875,151
733585.9167,251
733585.9583,261
733586,171
733586.0417,111
733586.0833,351
733586.125,261
733586.1667,471
733586.2083,341
733586.25,211
733586.2917,31
733586.3333,161
733586.375,171
733586.4167,71
733586.4583,211
733586.5,451
733586.5417,401
733586.5833,331
733586.625,161
733586.6667,31
733586.7083,31
733586.75,471
733586.7917,81
733586.8333,461
733586.875,181
733586.9167,131
733586.9583,391
733587,341
733587.0417,51
733587.0833,321
733587.125,191
733587.1667,11
733587.2083,411
733587.25,301
733587.2917,1
733587.3333,161
733587.375,491
733587.4167,251
733587.4583,201
733587.5,251
733587.5417,281
733587.5833,231
733587.625,71
733587.6667,201
733587.7083,421
733587.75,331
733587.7917,71
733587.8333,331
733587.875,421
733587.9167,421
733587.9583,431
733588,341
733588.0417,371
733588.0833,331
733588.125,321
733588.1667,271
733588.2083,271
733588.25,481
733588.2917,441
733588.3333,421
733588.375,31
733588.4167,261
733588.4583,231
733588.5,41
733588.5417,431
733588.5833,301
733588.625,141
733588.6667,171
733588.7083,211
733588.75,21
733588.7917,221
733588.8333,381
733588.875,241
733588.9167,471
733588.9583,341
733589,451
733589.0417,141
733589.0833,201
733589.125,191
733589.1667,101
733589.2083,111
733589.25,311
733589.2917,401
733589.3333,381
733589.375,431
733589.4167,51
733589.4583,451
733589.5,461
733589.5417,71
733589.5833,471
733589.625,61
733589.6667,81
733589.7083,101
733589.75,261
733589.7917,291
733589.8333,471
733589.875,311
733589.9167,131
733589.9583,281
733590,241
733590.0417,431
733590.0833,421
733590.125,211
733590.1667,11
733590.2083,81
733590.25,131
733590.2917,151
733590.3333,211
733590.375,451
733590.4167,501
733590.4583,111
733590.5,141
733590.5417,491
733590.5833,151
733590.625,221
733590.6667,91
733590.7083,461
733590.75,121
733590.7917,101
733590.8333,141
733590.875,181
733590.9167,391
733590.9583,171
733591,321
733591.0417,21
733591.0833,441
733591.125,141
733591.1667,401
733591.2083,401
733591.25,361
733591.2917,441
733591.3333,161
733591.375,261
733591.4167,361
733591.4583,131
733591.5,321
733591.5417,411
733591.5833,111
733591.625,131
733591.6667,281
733591.7083,131
733591.75,411
733591.7917,501
733591.8333,21
733591.875,361
733591.9167,411
733591.9583,171
733592,121
733592.0417,421
733592.0833,41
733592.125,251
733592.1667,261
733592.2083,331
733592.25,251
733592.2917,101
733592.3333,81
733592.375,11
733592.4167,171
733592.4583,271
733592.5,31
733592.5417,271
733592.5833,41
733592.625,331
733592.6667,91
733592.7083,331
733592.75,401
733592.7917,361
733592.8333,151
733592.875,281
733592.9167,91
733592.9583,381
733593,31
733593.0417,61
733593.0833,381
733593.125,251
733593.1667,411
733593.2083,331
733593.25,171
733593.2917,341
733593.3333,71
733593.375,221
733593.4167,241
733593.4583,61
733593.5,331
733593.5417,281
733593.5833,461
733593.625,181
733593.6667,11
733593.7083,411
733593.75,401
733593.7917,41
733593.8333,411
733593.875,41
733593.9167,371
733593.9583,61
733594,401
733594.0417,81
733594.0833,441
733594.125,351
733594.1667,281
733594.2083,301
733594.25,11
733594.2917,491
733594.3333,501
733594.375,241
733594.4167,481
733594.4583,371
733594.5,391
733594.5417,431
733594.5833,401
733594.625,281
733594.6667,461
733594.7083,131
733594.75,451
733594.7917,421
733594.8333,171
733594.875,11
733594.9167,91
733594.9583,101
733595,171
733595.0417,321
733595.0833,471
733595.125,151
733595.1667,431
733595.2083,291
733595.25,81
733595.2917,461
733595.3333,321
733595.375,111
733595.4167,461
733595.4583,371
733595.5,161
733595.5417,371
733595.5833,171
733595.625,231
733595.6667,221
733595.7083,181
733595.75,221
733595.7917,151
733595.8333,211
733595.875,11
733595.9167,161
733595.9583,481
733596,131
733596.0417,211
733596.0833,181
733596.125,271
733596.1667,231
733596.2083,361
733596.25,201
733596.2917,341
733596.3333,131
733596.375,391
733596.4167,61
733596.4583,431
733596.5,101
733596.5417,21
733596.5833,281
733596.625,361
733596.6667,301
733596.7083,161
733596.75,251
733596.7917,71
733596.8333,181
733596.875,391
733596.9167,81
733596.9583,141
733597,451
733597.0417,381
733597.0833,421
733597.125,441
733597.1667,231
733597.2083,481
733597.25,291
733597.2917,301
733597.3333,141
733597.375,201
733597.4167,71
733597.4583,441
733597.5,331
733597.5417,71
733597.5833,171
733597.625,221
733597.6667,191
733597.7083,21
733597.75,191
733597.7917,281
733597.8333,51
733597.875,161
733597.9167,51
733597.9583,211
733598,31
733598.0417,121
733598.0833,191
733598.125,91
733598.1667,21
733598.2083,151
733598.25,121
733598.2917,231
733598.3333,411
733598.375,221
733598.4167,311
733598.4583,131
733598.5,71
733598.5417,81
733598.5833,391
733598.625,361
733598.6667,121
733598.7083,281
733598.75,161
733598.7917,121
733598.8333,91
733598.875,121
733598.9167,121
733598.9583,101
733599,131
733599.0417,1
733599.0833,161
733599.125,471
733599.1667,491
733599.2083,221
733599.25,491
733599.2917,431
733599.3333,141
733599.375,461
733599.4167,491
733599.4583,331
733599.5,471
733599.5417,191
733599.5833,131
733599.625,401
733599.6667,491
733599.7083,251
733599.75,401
733599.7917,41
733599.8333,211
733599.875,51
733599.9167,321
733599.9583,401
733600,121
733600.0417,71
733600.0833,351
733600.125,241
733600.1667,241
733600.2083,271
733600.25,221
733600.2917,51
733600.3333,251
733600.375,461
733600.4167,371
733600.4583,421
733600.5,251
733600.5417,411
733600.5833,371
733600.625,251
733600.6667,411
733600.7083,161
733600.75,371
733600.7917,91
733600.8333,121
733600.875,121
733600.9167,191
733600.9583,241
733601,241
733601.0417,11
