Time (matlab datenum format),Cloud Amount (okta)
734725.7083,5
734725.75,5
734725.7917,4
734725.8333,3
734725.875,2
734725.9167,1
734725.9583,2
734726,3
734726.0417,2
734726.0833,2
734726.125,4
734726.1667,7
734726.2083,5
734726.25,1
734726.2917,1
734726.3333,5
734726.375,4
734726.4167,7
734726.4583,2
734726.5,3
734726.5417,6
734726.5833,2
734726.625,6
734726.6667,8
734726.7083,2
734726.75,2
734726.7917,6
734726.8333,1
734726.875,9
734726.9167,3
734726.9583,5
734727,1
734727.0417,1
734727.0833,5
734727.125,8
734727.1667,2
734727.2083,6
734727.25,4
734727.2917,4
734727.3333,3
734727.375,4
734727.4167,6
734727.4583,5
734727.5,1
734727.5417,8
734727.5833,8
734727.625,0
734727.6667,8
734727.7083,1
734727.75,7
734727.7917,8
734727.8333,7
734727.875,1
734727.9167,6
734727.9583,8
734728,8
734728.0417,2
734728.0833,2
734728.125,1
734728.1667,8
734728.2083,4
734728.25,7
734728.2917,5
734728.3333,8
734728.375,8
734728.4167,5
734728.4583,9
734728.5,2
734728.5417,7
734728.5833,7
734728.625,5
734728.6667,8
734728.7083,3
734728.75,8
734728.7917,2
734728.8333,0
734728.875,6
734728.9167,1
734728.9583,1
734729,4
734729.0417,0
734729.0833,8
734729.125,5
734729.1667,6
734729.2083,0
734729.25,9
734729.2917,2
734729.3333,6
734729.375,6
734729.4167,9
734729.4583,5
734729.5,1
734729.5417,3
734729.5833,1
734729.625,9
734729.6667,6
734729.7083,8
734729.75,8
734729.7917,2
734729.8333,8
734729.875,6
734729.9167,9
734729.9583,0
734730,3
734730.0417,8
734730.0833,8
734730.125,0
734730.1667,2
734730.2083,2
734730.25,5
734730.2917,4
734730.3333,1
734730.375,6
734730.4167,7
734730.4583,7
734730.5,8
734730.5417,4
734730.5833,9
734730.625,7
734730.6667,7
734730.7083,5
734730.75,1
734730.7917,5
734730.8333,5
734730.875,7
734730.9167,5
734730.9583,2
734731,3
734731.0417,4
734731.0833,3
734731.125,6
734731.1667,0
734731.2083,9
734731.25,8
734731.2917,4
734731.3333,7
734731.375,7
734731.4167,6
734731.4583,9
734731.5,6
734731.5417,9
734731.5833,3
734731.625,8
734731.6667,3
734731.7083,9
734731.75,5
734731.7917,1
734731.8333,3
734731.875,6
734731.9167,5
734731.9583,2
734732,6
734732.0417,5
734732.0833,0
734732.125,3
734732.1667,1
734732.2083,2
734732.25,6
734732.2917,2
734732.3333,6
734732.375,6
734732.4167,4
734732.4583,5
734732.5,0
734732.5417,6
734732.5833,4
734732.625,5
734732.6667,1
734732.7083,9
734732.75,5
734732.7917,7
734732.8333,2
734732.875,6
734732.9167,6
734732.9583,0
734733,1
734733.0417,9
734733.0833,2
734733.125,2
734733.1667,1
734733.2083,5
734733.25,8
734733.2917,7
734733.3333,5
734733.375,7
734733.4167,2
734733.4583,5
734733.5,6
734733.5417,3
734733.5833,7
734733.625,4
734733.6667,5
734733.7083,4
734733.75,9
734733.7917,4
734733.8333,1
734733.875,8
734733.9167,1
734733.9583,1
734734,6
734734.0417,3
734734.0833,4
734734.125,2
734734.1667,9
734734.2083,9
734734.25,3
734734.2917,2
734734.3333,2
734734.375,5
734734.4167,7
734734.4583,4
734734.5,2
734734.5417,2
734734.5833,2
734734.625,4
734734.6667,8
734734.7083,7
734734.75,6
734734.7917,8
734734.8333,5
734734.875,8
734734.9167,5
734734.9583,8
734735,2
734735.0417,6
734735.0833,0
734735.125,1
734735.1667,4
734735.2083,6
734735.25,6
734735.2917,1
734735.3333,1
734735.375,0
734735.4167,9
734735.4583,9
734735.5,4
734735.5417,1
734735.5833,7
734735.625,4
734735.6667,3
734735.7083,0
734735.75,6
734735.7917,6
734735.8333,1
734735.875,3
734735.9167,8
734735.9583,4
734736,1
734736.0417,5
734736.0833,8
734736.125,3
734736.1667,1
734736.2083,3
734736.25,6
734736.2917,6
734736.3333,4
734736.375,7
734736.4167,7
734736.4583,0
734736.5,5
734736.5417,2
734736.5833,8
734736.625,3
734736.6667,2
734736.7083,3
734736.75,3
734736.7917,1
734736.8333,7
734736.875,1
734736.9167,0
734736.9583,1
734737,3
734737.0417,5
734737.0833,8
734737.125,3
734737.1667,6
734737.2083,4
734737.25,8
734737.2917,5
734737.3333,3
734737.375,4
734737.4167,0
734737.4583,8
734737.5,3
734737.5417,1
734737.5833,2
734737.625,6
734737.6667,3
734737.7083,7
734737.75,6
734737.7917,0
734737.8333,2
734737.875,3
734737.9167,2
734737.9583,7
734738,3
734738.0417,0
734738.0833,7
734738.125,6
734738.1667,3
734738.2083,6
734738.25,8
734738.2917,0
734738.3333,0
734738.375,0
734738.4167,1
734738.4583,5
734738.5,4
734738.5417,7
734738.5833,9
734738.625,2
734738.6667,5
734738.7083,4
734738.75,9
734738.7917,2
734738.8333,6
734738.875,3
734738.9167,3
734738.9583,1
734739,7
734739.0417,6
734739.0833,6
734739.125,2
734739.1667,7
734739.2083,3
734739.25,5
734739.2917,8
734739.3333,3
734739.375,2
734739.4167,2
734739.4583,7
734739.5,5
734739.5417,5
734739.5833,8
734739.625,0
734739.6667,2
734739.7083,7
734739.75,2
734739.7917,6
734739.8333,8
734739.875,2
734739.9167,7
734739.9583,3
734740,4
734740.0417,7
734740.0833,9
734740.125,1
734740.1667,1
734740.2083,5
734740.25,8
734740.2917,7
734740.3333,8
734740.375,1
734740.4167,8
734740.4583,2
734740.5,5
734740.5417,3
734740.5833,2
734740.625,4
734740.6667,0
734740.7083,0
734740.75,2
734740.7917,1
734740.8333,8
734740.875,6
734740.9167,3
734740.9583,1
734741,3
734741.0417,4
734741.0833,8
734741.125,0
734741.1667,6
734741.2083,3
734741.25,8
734741.2917,3
734741.3333,8
734741.375,7
734741.4167,6
734741.4583,5
734741.5,8
734741.5417,1
734741.5833,9
734741.625,6
734741.6667,8
734741.7083,6
734741.75,1
734741.7917,7
734741.8333,4
734741.875,1
734741.9167,0
734741.9583,6
734742,4
734742.0417,7
734742.0833,3
734742.125,5
734742.1667,3
734742.2083,4
734742.25,1
734742.2917,1
734742.3333,1
734742.375,8
734742.4167,6
734742.4583,3
734742.5,0
734742.5417,4
734742.5833,8
734742.625,3
734742.6667,4
734742.7083,4
734742.75,2
734742.7917,1
734742.8333,8
734742.875,1
734742.9167,6
734742.9583,7
734743,3
734743.0417,8
734743.0833,5
734743.125,6
734743.1667,2
734743.2083,2
734743.25,6
734743.2917,6
734743.3333,8
734743.375,1
734743.4167,4
734743.4583,1
734743.5,4
734743.5417,8
734743.5833,6
734743.625,3
734743.6667,8
734743.7083,2
734743.75,8
734743.7917,0
734743.8333,4
734743.875,0
734743.9167,1
734743.9583,9
734744,7
734744.0417,7
734744.0833,6
734744.125,5
734744.1667,1
734744.2083,7
734744.25,2
734744.2917,2
734744.3333,4
734744.375,7
734744.4167,7
734744.4583,3
734744.5,3
734744.5417,7
734744.5833,7
734744.625,9
734744.6667,2
734744.7083,1
734744.75,7
734744.7917,3
734744.8333,6
734744.875,9
734744.9167,6
734744.9583,2
734745,7
734745.0417,5
734745.0833,2
734745.125,5
734745.1667,4
734745.2083,2
734745.25,8
734745.2917,2
734745.3333,1
734745.375,1
734745.4167,3
734745.4583,0
734745.5,8
734745.5417,5
734745.5833,4
734745.625,7
734745.6667,7
734745.7083,4
734745.75,1
734745.7917,3
734745.8333,6
734745.875,3
734745.9167,7
734745.9583,8
734746,6
734746.0417,2
734746.0833,4
734746.125,0
734746.1667,9
734746.2083,4
734746.25,3
734746.2917,1
734746.3333,6
734746.375,8
734746.4167,8
734746.4583,5
734746.5,2
734746.5417,8
734746.5833,0
734746.625,5
734746.6667,2
734746.7083,8
734746.75,1
734746.7917,5
734746.8333,6
734746.875,9
734746.9167,6
734746.9583,3
734747,5
734747.0417,2
734747.0833,5
734747.125,1
734747.1667,2
734747.2083,4
734747.25,5
734747.2917,4
734747.3333,1
734747.375,5
734747.4167,1
734747.4583,1
734747.5,5
734747.5417,5
734747.5833,8
734747.625,3
734747.6667,4
734747.7083,8
734747.75,3
734747.7917,6
734747.8333,1
734747.875,4
734747.9167,4
734747.9583,9
734748,8
734748.0417,2
734748.0833,5
734748.125,4
734748.1667,5
734748.2083,4
734748.25,2
734748.2917,4
734748.3333,6
734748.375,8
734748.4167,3
734748.4583,9
734748.5,1
734748.5417,5
734748.5833,2
734748.625,1
734748.6667,2
734748.7083,3
734748.75,1
734748.7917,2
734748.8333,5
734748.875,4
734748.9167,8
734748.9583,7
734749,7
734749.0417,5
734749.0833,2
734749.125,1
734749.1667,4
734749.2083,3
734749.25,6
734749.2917,2
734749.3333,2
734749.375,3
734749.4167,8
734749.4583,2
734749.5,6
734749.5417,7
734749.5833,2
734749.625,7
734749.6667,5
734749.7083,6
734749.75,6
734749.7917,2
734749.8333,3
734749.875,8
734749.9167,9
734749.9583,5
734750,3
734750.0417,8
734750.0833,1
734750.125,5
734750.1667,3
734750.2083,0
734750.25,2
734750.2917,3
734750.3333,4
734750.375,6
734750.4167,6
734750.4583,2
734750.5,8
734750.5417,4
734750.5833,4
734750.625,8
734750.6667,1
734750.7083,1
734750.75,0
734750.7917,5
734750.8333,6
734750.875,7
734750.9167,7
734750.9583,3
734751,8
734751.0417,3
734751.0833,8
734751.125,6
734751.1667,4
734751.2083,7
734751.25,2
734751.2917,6
734751.3333,3
734751.375,3
734751.4167,2
734751.4583,3
734751.5,2
734751.5417,9
734751.5833,6
734751.625,4
734751.6667,5
734751.7083,7
734751.75,5
734751.7917,2
734751.8333,5
734751.875,8
734751.9167,2
734751.9583,4
734752,6
734752.0417,8
734752.0833,7
734752.125,2
734752.1667,9
734752.2083,2
734752.25,7
734752.2917,6
734752.3333,1
734752.375,1
734752.4167,3
734752.4583,3
734752.5,4
734752.5417,7
734752.5833,5
734752.625,8
734752.6667,8
734752.7083,5
734752.75,1
734752.7917,7
734752.8333,2
734752.875,3
734752.9167,5
734752.9583,6
734753,2
734753.0417,8
734753.0833,7
734753.125,3
734753.1667,8
734753.2083,4
734753.25,1
734753.2917,1
734753.3333,7
734753.375,5
734753.4167,6
734753.4583,4
734753.5,6
734753.5417,3
734753.5833,4
734753.625,1
734753.6667,6
734753.7083,0
734753.75,7
734753.7917,8
734753.8333,9
734753.875,3
734753.9167,6
734753.9583,3
734754,4
734754.0417,8
734754.0833,8
734754.125,8
734754.1667,6
734754.2083,6
734754.25,4
734754.2917,4
734754.3333,3
734754.375,7
734754.4167,2
734754.4583,1
734754.5,6
734754.5417,4
734754.5833,5
734754.625,0
734754.6667,6
734754.7083,2
734754.75,1
734754.7917,1
734754.8333,4
734754.875,7
734754.9167,3
734754.9583,1
734755,7
734755.0417,5
734755.0833,0
734755.125,9
734755.1667,1
734755.2083,4
734755.25,7
734755.2917,2
734755.3333,7
734755.375,4
734755.4167,6
734755.4583,2
734755.5,8
734755.5417,3
734755.5833,2
734755.625,3
734755.6667,6
734755.7083,1
734755.75,3
734755.7917,4
734755.8333,8
734755.875,1
734755.9167,5
734755.9583,2
734756,8
734756.0417,8
734756.0833,0
734756.125,5
734756.1667,3
734756.2083,7
734756.25,1
734756.2917,1
734756.3333,5
734756.375,6
734756.4167,8
734756.4583,5
734756.5,8
734756.5417,7
734756.5833,4
734756.625,8
734756.6667,8
734756.7083,8
734756.75,1
734756.7917,2
734756.8333,5
734756.875,3
734756.9167,4
734756.9583,2
734757,3
734757.0417,2
734757.0833,5
734757.125,6
734757.1667,1
734757.2083,2
734757.25,8
734757.2917,4
734757.3333,6
734757.375,4
734757.4167,4
734757.4583,3
734757.5,3
734757.5417,3
734757.5833,0
734757.625,1
734757.6667,1
734757.7083,6
734757.75,1
734757.7917,1
734757.8333,5
734757.875,8
734757.9167,7
734757.9583,6
734758,7
734758.0417,3
734758.0833,1
734758.125,2
734758.1667,0
734758.2083,2
734758.25,9
734758.2917,4
734758.3333,1
734758.375,5
734758.4167,2
734758.4583,1
734758.5,6
734758.5417,9
734758.5833,3
734758.625,5
734758.6667,8
734758.7083,7
734758.75,1
734758.7917,2
734758.8333,7
734758.875,2
734758.9167,6
734758.9583,5
734759,3
734759.0417,8
734759.0833,8
734759.125,5
734759.1667,1
734759.2083,2
734759.25,1
734759.2917,8
734759.3333,9
734759.375,6
734759.4167,9
734759.4583,1
734759.5,5
734759.5417,6
734759.5833,2
734759.625,7
734759.6667,1
734759.7083,9
734759.75,4
734759.7917,5
734759.8333,3
734759.875,8
734759.9167,6
734759.9583,5
734760,9
734760.0417,5
734760.0833,9
734760.125,2
734760.1667,2
734760.2083,4
734760.25,0
734760.2917,2
734760.3333,5
734760.375,8
734760.4167,8
734760.4583,7
734760.5,4
734760.5417,6
734760.5833,3
734760.625,7
734760.6667,1
734760.7083,1
734760.75,7
734760.7917,7
734760.8333,9
734760.875,0
734760.9167,6
734760.9583,2
734761,1
734761.0417,3
734761.0833,0
734761.125,0
734761.1667,5
734761.2083,7
734761.25,2
734761.2917,6
734761.3333,8
734761.375,1
734761.4167,7
734761.4583,3
734761.5,5
734761.5417,4
734761.5833,7
734761.625,3
734761.6667,3
734761.7083,6
734761.75,9
734761.7917,3
734761.8333,9
734761.875,4
734761.9167,7
734761.9583,3
734762,8
734762.0417,2
734762.0833,0
734762.125,5
734762.1667,6
734762.2083,8
734762.25,7
734762.2917,4
734762.3333,1
734762.375,4
734762.4167,2
734762.4583,7
734762.5,4
734762.5417,0
734762.5833,3
734762.625,8
734762.6667,3
734762.7083,8
734762.75,5
734762.7917,1
734762.8333,0
734762.875,8
734762.9167,1
734762.9583,1
734763,9
734763.0417,1
734763.0833,0
734763.125,4
734763.1667,7
734763.2083,8
734763.25,3
734763.2917,1
734763.3333,7
734763.375,5
734763.4167,1
734763.4583,9
734763.5,2
734763.5417,5
734763.5833,4
734763.625,6
734763.6667,4
734763.7083,3
734763.75,7
734763.7917,1
734763.8333,6
734763.875,3
734763.9167,3
734763.9583,3
734764,4
734764.0417,4
734764.0833,2
734764.125,5
734764.1667,2
734764.2083,7
734764.25,6
734764.2917,5
734764.3333,2
734764.375,2
734764.4167,9
734764.4583,6
734764.5,7
734764.5417,3
734764.5833,1
734764.625,4
734764.6667,8
734764.7083,3
734764.75,8
734764.7917,4
734764.8333,4
734764.875,7
734764.9167,7
734764.9583,2
734765,5
734765.0417,2
734765.0833,0
734765.125,2
734765.1667,5
734765.2083,4
734765.25,4
734765.2917,9
734765.3333,3
734765.375,0
734765.4167,3
734765.4583,5
734765.5,4
734765.5417,8
734765.5833,6
734765.625,4
734765.6667,3
734765.7083,4
734765.75,1
734765.7917,2
734765.8333,7
734765.875,8
734765.9167,1
734765.9583,3
734766,0
734766.0417,1
734766.0833,8
734766.125,5
734766.1667,7
734766.2083,4
734766.25,5
734766.2917,6
734766.3333,2
734766.375,7
734766.4167,3
734766.4583,2
734766.5,6
734766.5417,1
734766.5833,9
734766.625,6
734766.6667,4
734766.7083,0
734766.75,3
734766.7917,0
734766.8333,4
734766.875,7
734766.9167,2
734766.9583,5
734767,2
734767.0417,4
734767.0833,1
734767.125,1
734767.1667,9
734767.2083,6
734767.25,4
734767.2917,1
734767.3333,8
734767.375,2
734767.4167,8
734767.4583,4
734767.5,2
734767.5417,3
734767.5833,1
734767.625,1
734767.6667,5
734767.7083,9
734767.75,6
734767.7917,4
734767.8333,6
734767.875,5
734767.9167,1
734767.9583,7
734768,9
734768.0417,1
734768.0833,0
734768.125,5
734768.1667,6
734768.2083,1
734768.25,9
734768.2917,5
734768.3333,5
734768.375,7
734768.4167,1
734768.4583,7
734768.5,3
734768.5417,5
734768.5833,2
734768.625,7
734768.6667,7
734768.7083,5
734768.75,8
734768.7917,2
734768.8333,5
734768.875,7
734768.9167,6
734768.9583,1
734769,7
734769.0417,5
734769.0833,2
734769.125,5
734769.1667,7
734769.2083,8
734769.25,6
734769.2917,3
734769.3333,4
734769.375,3
734769.4167,5
734769.4583,3
734769.5,4
734769.5417,3
734769.5833,1
734769.625,8
734769.6667,6
734769.7083,4
734769.75,2
734769.7917,8
734769.8333,1
734769.875,5
734769.9167,3
734769.9583,6
734770,6
734770.0417,4
734770.0833,1
734770.125,4
734770.1667,3
734770.2083,3
734770.25,7
734770.2917,8
734770.3333,8
734770.375,2
734770.4167,8
734770.4583,3
734770.5,1
734770.5417,0
734770.5833,1
734770.625,2
734770.6667,7
734770.7083,8
734770.75,6
734770.7917,9
734770.8333,4
734770.875,8
734770.9167,7
734770.9583,5
734771,0
734771.0417,7
734771.0833,7
734771.125,5
734771.1667,8
734771.2083,6
734771.25,1
734771.2917,9
734771.3333,9
734771.375,2
734771.4167,8
734771.4583,8
734771.5,4
734771.5417,2
734771.5833,0
734771.625,9
734771.6667,1
734771.7083,3
734771.75,2
734771.7917,1
734771.8333,7
734771.875,4
734771.9167,4
734771.9583,4
734772,5
734772.0417,1
734772.0833,2
734772.125,7
734772.1667,4
734772.2083,9
734772.25,0
734772.2917,8
734772.3333,7
734772.375,3
734772.4167,3
734772.4583,8
734772.5,5
734772.5417,1
734772.5833,1
734772.625,4
734772.6667,6
734772.7083,8
734772.75,0
734772.7917,8
734772.8333,8
734772.875,4
734772.9167,2
734772.9583,6
734773,3
734773.0417,3
734773.0833,8
734773.125,1
734773.1667,6
734773.2083,7
734773.25,3
734773.2917,8
734773.3333,1
734773.375,8
734773.4167,4
734773.4583,3
734773.5,3
734773.5417,1
734773.5833,3
734773.625,8
734773.6667,4
734773.7083,7
734773.75,8
734773.7917,0
734773.8333,4
734773.875,7
734773.9167,6
734773.9583,3
734774,2
734774.0417,6
734774.0833,4
734774.125,7
734774.1667,0
734774.2083,9
734774.25,4
734774.2917,5
734774.3333,7
734774.375,7
734774.4167,5
734774.4583,4
734774.5,4
734774.5417,8
734774.5833,8
734774.625,0
734774.6667,8
734774.7083,2
734774.75,0
734774.7917,4
734774.8333,6
734774.875,9
734774.9167,6
734774.9583,2
734775,7
734775.0417,8
734775.0833,7
734775.125,5
734775.1667,5
734775.2083,6
734775.25,1
734775.2917,8
734775.3333,5
734775.375,8
734775.4167,1
734775.4583,7
734775.5,8
734775.5417,1
734775.5833,3
734775.625,4
734775.6667,6
734775.7083,5
734775.75,6
734775.7917,2
734775.8333,0
734775.875,3
734775.9167,4
734775.9583,0
734776,5
734776.0417,1
734776.0833,6
734776.125,8
734776.1667,6
734776.2083,8
734776.25,0
734776.2917,1
734776.3333,9
734776.375,7
734776.4167,6
734776.4583,6
734776.5,6
734776.5417,2
734776.5833,7
734776.625,2
734776.6667,4
734776.7083,8
734776.75,2
734776.7917,4
734776.8333,6
734776.875,3
734776.9167,2
734776.9583,2
734777,3
734777.0417,5
734777.0833,2
734777.125,2
734777.1667,0
734777.2083,3
734777.25,2
734777.2917,7
734777.3333,1
734777.375,7
734777.4167,3
734777.4583,9
734777.5,6
734777.5417,8
734777.5833,3
734777.625,8
734777.6667,0
734777.7083,5
734777.75,0
734777.7917,7
734777.8333,1
734777.875,2
734777.9167,7
734777.9583,5
734778,3
734778.0417,1
734778.0833,1
734778.125,0
734778.1667,9
734778.2083,6
734778.25,3
734778.2917,6
734778.3333,4
734778.375,2
734778.4167,4
734778.4583,1
734778.5,7
734778.5417,6
734778.5833,2
734778.625,1
734778.6667,8
734778.7083,6
734778.75,4
734778.7917,6
734778.8333,9
734778.875,2
734778.9167,0
734778.9583,6
734779,2
734779.0417,6
734779.0833,2
734779.125,9
734779.1667,7
734779.2083,1
734779.25,2
734779.2917,2
734779.3333,4
734779.375,8
734779.4167,5
734779.4583,2
734779.5,3
734779.5417,3
734779.5833,8
734779.625,7
734779.6667,3
734779.7083,6
734779.75,8
734779.7917,8
734779.8333,1
734779.875,1
734779.9167,4
734779.9583,2
734780,3
734780.0417,5
734780.0833,2
734780.125,1
734780.1667,4
734780.2083,6
734780.25,0
734780.2917,1
734780.3333,3
734780.375,1
734780.4167,3
734780.4583,2
734780.5,2
734780.5417,2
734780.5833,6
734780.625,0
734780.6667,9
734780.7083,3
734780.75,7
734780.7917,7
734780.8333,5
734780.875,3
734780.9167,5
734780.9583,6
734781,7
734781.0417,3
734781.0833,5
734781.125,6
734781.1667,1
734781.2083,7
734781.25,7
734781.2917,9
734781.3333,3
734781.375,4
734781.4167,8
734781.4583,4
734781.5,7
734781.5417,9
734781.5833,7
734781.625,3
734781.6667,7
734781.7083,7
734781.75,9
734781.7917,7
734781.8333,2
734781.875,6
734781.9167,3
734781.9583,4
734782,7
734782.0417,8
734782.0833,0
734782.125,5
734782.1667,8
734782.2083,9
734782.25,3
734782.2917,0
734782.3333,5
734782.375,1
734782.4167,1
734782.4583,2
734782.5,6
734782.5417,7
734782.5833,9
734782.625,2
734782.6667,1
734782.7083,8
734782.75,4
734782.7917,4
734782.8333,4
734782.875,6
734782.9167,7
734782.9583,2
734783,6
734783.0417,5
734783.0833,8
734783.125,6
734783.1667,0
734783.2083,8
734783.25,8
734783.2917,8
734783.3333,4
734783.375,5
734783.4167,1
734783.4583,0
734783.5,2
734783.5417,8
734783.5833,1
734783.625,2
734783.6667,9
734783.7083,3
734783.75,6
734783.7917,8
734783.8333,4
734783.875,5
734783.9167,0
734783.9583,4
734784,2
734784.0417,7
734784.0833,6
734784.125,5
734784.1667,7
734784.2083,4
734784.25,8
734784.2917,1
734784.3333,8
734784.375,0
734784.4167,8
734784.4583,1
734784.5,4
734784.5417,1
734784.5833,5
734784.625,8
734784.6667,4
734784.7083,1
734784.75,3
734784.7917,6
734784.8333,3
734784.875,7
734784.9167,5
734784.9583,2
734785,1
734785.0417,9
734785.0833,8
734785.125,7
734785.1667,5
734785.2083,5
734785.25,3
734785.2917,1
734785.3333,6
734785.375,8
734785.4167,7
734785.4583,5
734785.5,0
734785.5417,7
734785.5833,4
734785.625,0
734785.6667,4
734785.7083,3
734785.75,2
734785.7917,6
734785.8333,5
734785.875,8
734785.9167,6
734785.9583,4
734786,1
734786.0417,2
734786.0833,5
734786.125,2
734786.1667,6
734786.2083,2
734786.25,1
734786.2917,8
734786.3333,2
734786.375,1
734786.4167,5
734786.4583,0
734786.5,3
734786.5417,8
734786.5833,8
734786.625,7
734786.6667,6
734786.7083,5
734786.75,1
734786.7917,4
734786.8333,5
734786.875,3
734786.9167,8
734786.9583,6
734787,9
734787.0417,1
734787.0833,0
734787.125,4
734787.1667,4
734787.2083,1
734787.25,2
734787.2917,7
734787.3333,8
734787.375,8
734787.4167,6
734787.4583,6
734787.5,1
734787.5417,0
734787.5833,6
734787.625,1
734787.6667,5
734787.7083,1
734787.75,4
734787.7917,6
734787.8333,1
734787.875,3
734787.9167,7
734787.9583,0
734788,5
734788.0417,9
734788.0833,7
734788.125,4
734788.1667,3
734788.2083,2
734788.25,6
734788.2917,8
734788.3333,2
734788.375,6
734788.4167,6
734788.4583,3
734788.5,1
734788.5417,1
734788.5833,8
734788.625,8
734788.6667,5
734788.7083,7
734788.75,4
734788.7917,4
734788.8333,0
734788.875,4
734788.9167,6
734788.9583,2
734789,8
734789.0417,3
734789.0833,0
734789.125,6
734789.1667,8
734789.2083,2
734789.25,7
734789.2917,4
734789.3333,0
734789.375,8
734789.4167,0
734789.4583,3
734789.5,6
734789.5417,8
734789.5833,7
734789.625,8
734789.6667,1
734789.7083,7
734789.75,5
734789.7917,7
734789.8333,1
734789.875,2
734789.9167,1
734789.9583,1
734790,1
734790.0417,4
734790.0833,4
734790.125,6
734790.1667,6
734790.2083,5
734790.25,6
734790.2917,8
734790.3333,7
734790.375,3
734790.4167,9
734790.4583,3
734790.5,1
734790.5417,5
734790.5833,3
734790.625,9
734790.6667,5
734790.7083,1
734790.75,1
734790.7917,7
734790.8333,7
734790.875,2
734790.9167,2
734790.9583,8
734791,8
734791.0417,5
734791.0833,4
734791.125,3
734791.1667,4
734791.2083,2
734791.25,8
734791.2917,4
734791.3333,0
734791.375,0
734791.4167,2
734791.4583,6
734791.5,1
734791.5417,6
734791.5833,8
734791.625,6
734791.6667,6
734791.7083,0
734791.75,4
734791.7917,7
734791.8333,0
734791.875,3
734791.9167,6
734791.9583,3
734792,3
734792.0417,5
734792.0833,9
734792.125,9
734792.1667,2
734792.2083,1
734792.25,0
734792.2917,1
734792.3333,6
734792.375,8
734792.4167,1
734792.4583,8
734792.5,6
734792.5417,9
734792.5833,5
734792.625,5
734792.6667,8
734792.7083,3
734792.75,4
734792.7917,6
734792.8333,5
734792.875,6
734792.9167,3
734792.9583,2
734793,7
734793.0417,4
734793.0833,8
734793.125,2
734793.1667,7
734793.2083,1
734793.25,4
734793.2917,5
734793.3333,7
734793.375,4
734793.4167,1
734793.4583,5
734793.5,8
734793.5417,8
734793.5833,1
734793.625,5
734793.6667,8
734793.7083,3
734793.75,6
734793.7917,0
734793.8333,0
734793.875,9
734793.9167,7
734793.9583,0
734794,1
734794.0417,4
734794.0833,9
734794.125,1
734794.1667,3
734794.2083,8
734794.25,8
734794.2917,6
734794.3333,6
734794.375,8
734794.4167,2
734794.4583,5
734794.5,3
734794.5417,4
734794.5833,4
734794.625,8
734794.6667,2
734794.7083,1
734794.75,9
734794.7917,7
734794.8333,6
734794.875,5
734794.9167,3
734794.9583,2
734795,7
734795.0417,3
734795.0833,7
734795.125,8
734795.1667,6
734795.2083,7
734795.25,2
734795.2917,4
734795.3333,4
734795.375,2
734795.4167,3
734795.4583,4
734795.5,5
734795.5417,1
734795.5833,4
734795.625,3
734795.6667,2
734795.7083,3
734795.75,3
734795.7917,2
734795.8333,1
734795.875,3
734795.9167,4
734795.9583,6
734796,7
734796.0417,7
734796.0833,5
734796.125,7
734796.1667,5
734796.2083,8
734796.25,1
734796.2917,3
734796.3333,4
734796.375,3
734796.4167,8
734796.4583,6
734796.5,2
734796.5417,6
734796.5833,4
734796.625,5
734796.6667,0
734796.7083,2
734796.75,2
734796.7917,4
734796.8333,6
734796.875,1
734796.9167,1
734796.9583,2
734797,7
734797.0417,1
734797.0833,2
734797.125,1
734797.1667,5
734797.2083,6
734797.25,8
734797.2917,2
734797.3333,1
734797.375,7
734797.4167,3
734797.4583,6
734797.5,1
734797.5417,5
734797.5833,9
734797.625,1
734797.6667,6
734797.7083,2
734797.75,6
734797.7917,0
734797.8333,4
734797.875,9
734797.9167,8
734797.9583,6
734798,7
734798.0417,5
734798.0833,7
734798.125,1
734798.1667,7
734798.2083,3
734798.25,2
734798.2917,3
734798.3333,9
734798.375,3
734798.4167,1
734798.4583,3
734798.5,0
734798.5417,8
734798.5833,3
734798.625,8
734798.6667,1
734798.7083,8
734798.75,2
734798.7917,8
734798.8333,5
734798.875,5
734798.9167,0
734798.9583,2
734799,3
734799.0417,3
734799.0833,1
734799.125,2
734799.1667,3
734799.2083,1
734799.25,8
734799.2917,7
734799.3333,7
734799.375,5
734799.4167,4
734799.4583,8
734799.5,2
734799.5417,9
734799.5833,9
734799.625,5
734799.6667,4
734799.7083,1
734799.75,1
734799.7917,6
734799.8333,6
734799.875,8
734799.9167,4
734799.9583,2
734800,0
734800.0417,6
734800.0833,2
734800.125,1
734800.1667,2
734800.2083,3
734800.25,2
734800.2917,4
734800.3333,5
734800.375,2
734800.4167,4
734800.4583,6
734800.5,7
734800.5417,8
734800.5833,5
734800.625,6
734800.6667,8
734800.7083,7
734800.75,3
734800.7917,1
734800.8333,1
734800.875,4
734800.9167,6
734800.9583,1
734801,0
734801.0417,6
734801.0833,8
734801.125,6
734801.1667,1
734801.2083,0
734801.25,8
734801.2917,4
734801.3333,1
734801.375,2
734801.4167,6
734801.4583,8
734801.5,6
734801.5417,8
734801.5833,7
734801.625,8
734801.6667,8
734801.7083,2
734801.75,5
734801.7917,1
734801.8333,6
734801.875,1
734801.9167,6
734801.9583,3
734802,3
734802.0417,8
734802.0833,6
734802.125,7
734802.1667,2
734802.2083,9
734802.25,7
734802.2917,1
734802.3333,7
734802.375,6
734802.4167,2
734802.4583,2
