Time (matlab datenum format),Wind speed 10m (m/s)
732052.75,5
732052.7917,6
732052.8333,2
732052.875,5
732052.9167,1
732052.9583,5
732053,1
732053.0417,5
732053.0833,5
732053.125,4
732053.1667,8
732053.2083,5
732053.25,12
732053.2917,4
732053.3333,4
732053.375,2
732053.4167,2
732053.4583,9
732053.5,9
732053.5417,2
732053.5833,11
732053.625,3
732053.6667,4
732053.7083,7
732053.75,8
732053.7917,2
732053.8333,4
732053.875,8
732053.9167,4
732053.9583,4
732054,3
732054.0417,8
732054.0833,6
732054.125,6
732054.1667,14
732054.2083,4
732054.25,3
732054.2917,5
732054.3333,1
732054.375,7
732054.4167,8
732054.4583,5
732054.5,4
732054.5417,11
732054.5833,5
732054.625,10
732054.6667,6
732054.7083,3
732054.75,3
732054.7917,7
732054.8333,3
732054.875,5
732054.9167,3
732054.9583,3
732055,4
732055.0417,4
732055.0833,5
732055.125,4
732055.1667,5
732055.2083,6
732055.25,3
732055.2917,4
732055.3333,7
732055.375,5
732055.4167,7
732055.4583,2
732055.5,5
732055.5417,6
732055.5833,4
732055.625,7
732055.6667,3
732055.7083,2
732055.75,9
732055.7917,8
732055.8333,7
732055.875,7
732055.9167,4
732055.9583,4
732056,9
732056.0417,2
732056.0833,1
732056.125,4
732056.1667,6
732056.2083,7
732056.25,13
732056.2917,2
732056.3333,6
732056.375,12
732056.4167,6
732056.4583,1
732056.5,1
732056.5417,4
732056.5833,2
732056.625,6
732056.6667,6
732056.7083,2
732056.75,2
732056.7917,2
732056.8333,6
732056.875,6
732056.9167,4
732056.9583,9
732057,4
732057.0417,3
732057.0833,4
732057.125,3
732057.1667,6
732057.2083,1
732057.25,11
732057.2917,7
732057.3333,5
732057.375,3
732057.4167,5
732057.4583,3
732057.5,4
732057.5417,2
732057.5833,8
732057.625,7
732057.6667,4
732057.7083,9
732057.75,4
732057.7917,4
732057.8333,3
732057.875,1
732057.9167,6
732057.9583,9
732058,3
732058.0417,13
732058.0833,2
732058.125,6
732058.1667,5
732058.2083,6
732058.25,8
732058.2917,4
732058.3333,13
732058.375,10
732058.4167,2
732058.4583,5
732058.5,1
732058.5417,7
732058.5833,2
732058.625,24
732058.6667,9
732058.7083,5
732058.75,2
732058.7917,3
732058.8333,10
732058.875,9
732058.9167,4
732058.9583,4
732059,5
732059.0417,2
732059.0833,7
732059.125,5
732059.1667,3
732059.2083,10
732059.25,7
732059.2917,5
732059.3333,7
732059.375,6
732059.4167,20
732059.4583,7
732059.5,6
732059.5417,10
732059.5833,7
732059.625,7
732059.6667,3
732059.7083,3
732059.75,6
732059.7917,6
732059.8333,2
732059.875,6
732059.9167,7
732059.9583,6
732060,1
732060.0417,4
732060.0833,4
732060.125,2
732060.1667,9
732060.2083,3
732060.25,2
732060.2917,4
732060.3333,2
732060.375,4
732060.4167,4
732060.4583,13
732060.5,3
732060.5417,2
732060.5833,2
732060.625,5
732060.6667,8
732060.7083,4
732060.75,6
732060.7917,5
732060.8333,3
732060.875,9
732060.9167,4
732060.9583,4
732061,8
732061.0417,4
732061.0833,8
732061.125,4
732061.1667,5
732061.2083,2
732061.25,14
732061.2917,1
732061.3333,2
732061.375,4
732061.4167,3
732061.4583,4
732061.5,3
732061.5417,9
732061.5833,3
732061.625,2
732061.6667,3
732061.7083,5
732061.75,5
732061.7917,2
732061.8333,4
732061.875,17
732061.9167,3
732061.9583,3
732062,4
732062.0417,4
732062.0833,6
732062.125,1
732062.1667,5
732062.2083,16
732062.25,1
732062.2917,9
732062.3333,13
732062.375,5
732062.4167,7
732062.4583,4
732062.5,2
732062.5417,8
732062.5833,3
732062.625,6
732062.6667,8
732062.7083,9
732062.75,3
732062.7917,5
732062.8333,5
732062.875,11
732062.9167,7
732062.9583,3
732063,2
732063.0417,2
732063.0833,5
732063.125,4
732063.1667,7
732063.2083,2
732063.25,3
732063.2917,12
732063.3333,8
732063.375,7
732063.4167,1
732063.4583,2
732063.5,2
732063.5417,3
732063.5833,5
732063.625,4
732063.6667,10
732063.7083,8
732063.75,8
732063.7917,6
732063.8333,9
732063.875,4
732063.9167,2
732063.9583,4
732064,4
732064.0417,3
732064.0833,11
732064.125,10
732064.1667,4
732064.2083,5
732064.25,6
732064.2917,6
732064.3333,2
732064.375,3
732064.4167,5
732064.4583,7
732064.5,11
732064.5417,9
732064.5833,8
732064.625,3
732064.6667,0
732064.7083,6
732064.75,2
732064.7917,14
732064.8333,5
732064.875,5
732064.9167,5
732064.9583,11
732065,4
732065.0417,2
732065.0833,3
732065.125,17
732065.1667,2
732065.2083,11
732065.25,8
732065.2917,4
732065.3333,9
732065.375,4
732065.4167,5
732065.4583,6
732065.5,3
732065.5417,4
732065.5833,5
732065.625,7
732065.6667,11
732065.7083,1
732065.75,6
732065.7917,5
732065.8333,2
732065.875,8
732065.9167,3
732065.9583,4
732066,4
732066.0417,5
732066.0833,4
732066.125,6
732066.1667,2
732066.2083,8
732066.25,5
732066.2917,8
732066.3333,8
732066.375,5
732066.4167,9
732066.4583,6
732066.5,11
732066.5417,3
732066.5833,9
732066.625,4
732066.6667,4
732066.7083,1
732066.75,4
732066.7917,22
732066.8333,4
732066.875,14
732066.9167,4
732066.9583,3
732067,7
732067.0417,5
732067.0833,6
732067.125,3
732067.1667,3
732067.2083,4
732067.25,5
732067.2917,5
732067.3333,16
732067.375,9
732067.4167,1
732067.4583,7
732067.5,5
732067.5417,3
732067.5833,5
732067.625,14
732067.6667,2
732067.7083,3
732067.75,9
732067.7917,6
732067.8333,3
732067.875,2
732067.9167,5
732067.9583,5
732068,4
732068.0417,8
732068.0833,2
732068.125,3
732068.1667,3
732068.2083,4
732068.25,5
732068.2917,5
732068.3333,5
732068.375,2
732068.4167,5
732068.4583,3
732068.5,2
732068.5417,8
732068.5833,5
732068.625,6
732068.6667,6
732068.7083,1
732068.75,9
732068.7917,14
732068.8333,9
732068.875,2
732068.9167,8
732068.9583,8
732069,2
732069.0417,7
732069.0833,6
732069.125,4
732069.1667,7
732069.2083,11
732069.25,7
732069.2917,1
732069.3333,1
732069.375,18
732069.4167,6
732069.4583,3
732069.5,5
732069.5417,13
732069.5833,11
732069.625,4
732069.6667,3
732069.7083,6
732069.75,4
732069.7917,7
732069.8333,5
732069.875,2
732069.9167,9
732069.9583,5
732070,4
732070.0417,4
732070.0833,3
732070.125,9
732070.1667,3
732070.2083,4
732070.25,4
732070.2917,4
732070.3333,2
732070.375,10
732070.4167,15
732070.4583,4
732070.5,5
732070.5417,8
732070.5833,6
732070.625,14
732070.6667,3
732070.7083,1
732070.75,7
732070.7917,3
732070.8333,4
732070.875,3
732070.9167,7
732070.9583,4
732071,2
732071.0417,1
732071.0833,8
732071.125,6
732071.1667,7
732071.2083,2
732071.25,5
732071.2917,3
732071.3333,5
732071.375,6
732071.4167,3
732071.4583,7
732071.5,4
732071.5417,13
732071.5833,6
732071.625,10
732071.6667,11
732071.7083,3
732071.75,15
732071.7917,3
732071.8333,1
732071.875,2
732071.9167,6
732071.9583,2
732072,4
732072.0417,10
732072.0833,1
732072.125,3
732072.1667,3
732072.2083,5
732072.25,3
732072.2917,5
732072.3333,12
732072.375,4
732072.4167,5
732072.4583,3
732072.5,4
732072.5417,3
732072.5833,3
732072.625,3
732072.6667,12
732072.7083,9
732072.75,3
732072.7917,2
732072.8333,8
732072.875,6
732072.9167,3
732072.9583,10
732073,5
732073.0417,4
732073.0833,5
732073.125,7
732073.1667,8
732073.2083,4
732073.25,3
732073.2917,4
732073.3333,7
732073.375,9
732073.4167,6
732073.4583,6
732073.5,5
732073.5417,3
732073.5833,9
732073.625,3
732073.6667,5
732073.7083,3
732073.75,5
732073.7917,16
732073.8333,6
732073.875,2
732073.9167,3
732073.9583,2
732074,6
732074.0417,15
732074.0833,2
732074.125,7
732074.1667,3
732074.2083,8
732074.25,2
732074.2917,0
732074.3333,2
732074.375,2
732074.4167,2
732074.4583,10
732074.5,11
732074.5417,7
732074.5833,1
732074.625,3
732074.6667,6
732074.7083,3
732074.75,11
732074.7917,4
732074.8333,6
732074.875,2
732074.9167,3
732074.9583,13
732075,6
732075.0417,8
732075.0833,9
732075.125,6
732075.1667,1
732075.2083,7
732075.25,1
732075.2917,1
732075.3333,3
732075.375,2
732075.4167,10
732075.4583,9
732075.5,3
732075.5417,6
732075.5833,6
732075.625,13
732075.6667,8
732075.7083,11
732075.75,2
732075.7917,5
732075.8333,2
732075.875,3
732075.9167,9
732075.9583,3
732076,4
732076.0417,8
732076.0833,4
732076.125,4
732076.1667,6
732076.2083,9
732076.25,2
732076.2917,6
732076.3333,1
732076.375,9
732076.4167,6
732076.4583,14
732076.5,5
732076.5417,8
732076.5833,8
732076.625,4
732076.6667,5
732076.7083,5
732076.75,1
732076.7917,10
732076.8333,1
732076.875,4
732076.9167,8
732076.9583,5
732077,9
732077.0417,5
732077.0833,6
732077.125,5
732077.1667,7
732077.2083,2
732077.25,8
732077.2917,4
732077.3333,8
732077.375,3
732077.4167,15
732077.4583,4
732077.5,10
732077.5417,4
732077.5833,7
732077.625,10
732077.6667,4
732077.7083,8
732077.75,3
732077.7917,3
732077.8333,2
732077.875,6
732077.9167,5
732077.9583,2
732078,3
732078.0417,3
732078.0833,11
732078.125,3
732078.1667,13
732078.2083,7
732078.25,11
732078.2917,8
732078.3333,9
732078.375,12
732078.4167,3
732078.4583,6
732078.5,1
732078.5417,8
732078.5833,4
732078.625,7
732078.6667,2
732078.7083,2
732078.75,5
732078.7917,8
732078.8333,5
732078.875,1
732078.9167,4
732078.9583,3
732079,0
732079.0417,6
732079.0833,3
732079.125,18
732079.1667,6
732079.2083,2
732079.25,2
732079.2917,4
732079.3333,5
732079.375,2
732079.4167,6
732079.4583,4
732079.5,10
732079.5417,1
732079.5833,2
732079.625,4
732079.6667,5
732079.7083,3
732079.75,0
732079.7917,7
732079.8333,6
732079.875,3
732079.9167,3
732079.9583,4
732080,10
732080.0417,5
732080.0833,7
732080.125,4
732080.1667,3
732080.2083,3
732080.25,6
732080.2917,13
732080.3333,0
732080.375,6
732080.4167,13
732080.4583,15
732080.5,2
732080.5417,7
732080.5833,3
732080.625,6
732080.6667,6
732080.7083,2
732080.75,8
732080.7917,9
732080.8333,12
732080.875,1
732080.9167,7
732080.9583,8
732081,10
732081.0417,5
732081.0833,2
732081.125,3
732081.1667,3
732081.2083,8
732081.25,3
732081.2917,1
732081.3333,4
732081.375,7
732081.4167,5
732081.4583,4
732081.5,5
732081.5417,10
732081.5833,11
732081.625,2
732081.6667,4
732081.7083,5
732081.75,3
732081.7917,1
732081.8333,4
732081.875,4
732081.9167,7
732081.9583,4
732082,5
732082.0417,5
732082.0833,10
732082.125,12
732082.1667,2
732082.2083,5
732082.25,1
732082.2917,2
732082.3333,3
732082.375,5
732082.4167,3
732082.4583,3
732082.5,6
732082.5417,2
732082.5833,3
732082.625,10
732082.6667,16
732082.7083,3
732082.75,2
732082.7917,4
732082.8333,5
732082.875,2
732082.9167,4
732082.9583,6
732083,7
732083.0417,7
732083.0833,7
732083.125,4
732083.1667,2
732083.2083,4
732083.25,4
732083.2917,3
732083.3333,6
732083.375,5
732083.4167,2
732083.4583,11
732083.5,3
732083.5417,7
732083.5833,8
732083.625,4
732083.6667,4
732083.7083,9
732083.75,7
732083.7917,8
732083.8333,5
732083.875,16
732083.9167,3
732083.9583,7
732084,4
732084.0417,2
732084.0833,1
732084.125,9
732084.1667,4
732084.2083,1
732084.25,7
732084.2917,8
732084.3333,5
732084.375,13
732084.4167,2
732084.4583,10
732084.5,2
732084.5417,1
732084.5833,6
732084.625,10
732084.6667,16
732084.7083,2
732084.75,9
732084.7917,14
732084.8333,3
732084.875,5
732084.9167,9
732084.9583,5
732085,1
732085.0417,5
732085.0833,5
732085.125,7
732085.1667,4
732085.2083,13
732085.25,1
732085.2917,4
732085.3333,6
732085.375,1
732085.4167,3
732085.4583,7
732085.5,7
732085.5417,10
732085.5833,10
732085.625,3
732085.6667,7
732085.7083,7
732085.75,2
732085.7917,7
732085.8333,4
732085.875,6
732085.9167,4
732085.9583,12
732086,1
732086.0417,3
732086.0833,5
732086.125,8
732086.1667,5
732086.2083,4
732086.25,3
732086.2917,2
732086.3333,8
732086.375,11
732086.4167,5
732086.4583,4
732086.5,14
732086.5417,16
732086.5833,6
732086.625,3
732086.6667,3
732086.7083,5
732086.75,4
732086.7917,11
732086.8333,1
732086.875,4
732086.9167,5
732086.9583,2
732087,3
732087.0417,1
732087.0833,5
732087.125,6
732087.1667,4
732087.2083,3
732087.25,3
732087.2917,3
732087.3333,5
732087.375,12
732087.4167,4
732087.4583,15
732087.5,3
732087.5417,12
732087.5833,3
732087.625,5
732087.6667,7
732087.7083,3
732087.75,5
732087.7917,8
732087.8333,4
732087.875,9
732087.9167,3
732087.9583,5
732088,4
732088.0417,5
732088.0833,3
732088.125,3
732088.1667,5
732088.2083,8
732088.25,5
732088.2917,5
732088.3333,13
732088.375,2
732088.4167,5
732088.4583,7
732088.5,8
732088.5417,3
732088.5833,8
732088.625,9
732088.6667,3
732088.7083,10
732088.75,2
732088.7917,3
732088.8333,2
732088.875,5
732088.9167,12
732088.9583,4
732089,8
732089.0417,4
732089.0833,8
732089.125,7
732089.1667,4
732089.2083,8
732089.25,4
732089.2917,6
732089.3333,3
732089.375,8
732089.4167,3
732089.4583,7
732089.5,5
732089.5417,9
732089.5833,4
732089.625,1
732089.6667,3
732089.7083,7
732089.75,6
732089.7917,10
732089.8333,4
732089.875,14
732089.9167,4
732089.9583,1
732090,7
732090.0417,3
732090.0833,5
732090.125,5
732090.1667,5
732090.2083,3
732090.25,5
732090.2917,4
732090.3333,4
732090.375,1
732090.4167,4
732090.4583,10
732090.5,4
732090.5417,3
732090.5833,5
732090.625,1
732090.6667,9
732090.7083,12
732090.75,2
732090.7917,4
732090.8333,5
732090.875,2
732090.9167,4
732090.9583,11
732091,3
732091.0417,9
732091.0833,13
732091.125,10
732091.1667,2
732091.2083,5
732091.25,5
732091.2917,4
732091.3333,10
732091.375,1
732091.4167,13
732091.4583,4
732091.5,5
732091.5417,3
732091.5833,7
732091.625,2
732091.6667,5
732091.7083,10
732091.75,3
732091.7917,12
732091.8333,8
732091.875,12
732091.9167,3
732091.9583,4
732092,8
732092.0417,3
732092.0833,9
732092.125,13
732092.1667,6
732092.2083,1
732092.25,1
732092.2917,8
732092.3333,2
732092.375,13
732092.4167,3
732092.4583,7
732092.5,1
732092.5417,5
732092.5833,8
732092.625,9
732092.6667,2
732092.7083,10
732092.75,3
732092.7917,2
732092.8333,6
732092.875,9
732092.9167,7
732092.9583,3
732093,8
732093.0417,8
732093.0833,2
732093.125,7
732093.1667,8
732093.2083,5
732093.25,11
732093.2917,7
732093.3333,5
732093.375,6
732093.4167,4
732093.4583,5
732093.5,3
732093.5417,9
732093.5833,2
732093.625,8
732093.6667,6
732093.7083,3
732093.75,10
732093.7917,11
732093.8333,5
732093.875,9
732093.9167,3
732093.9583,7
732094,10
732094.0417,9
732094.0833,2
732094.125,9
732094.1667,2
732094.2083,5
732094.25,4
732094.2917,5
732094.3333,4
732094.375,4
732094.4167,9
732094.4583,11
732094.5,9
732094.5417,3
732094.5833,1
732094.625,4
732094.6667,5
732094.7083,3
732094.75,6
732094.7917,11
732094.8333,5
732094.875,4
732094.9167,4
732094.9583,4
732095,2
732095.0417,2
732095.0833,5
732095.125,8
732095.1667,8
732095.2083,7
732095.25,8
732095.2917,4
732095.3333,7
732095.375,5
732095.4167,8
732095.4583,13
732095.5,7
732095.5417,4
732095.5833,3
732095.625,5
732095.6667,4
732095.7083,5
732095.75,11
732095.7917,3
732095.8333,5
732095.875,5
732095.9167,1
732095.9583,2
732096,3
732096.0417,2
732096.0833,11
732096.125,4
732096.1667,19
732096.2083,9
732096.25,3
732096.2917,4
732096.3333,1
732096.375,5
732096.4167,0
732096.4583,4
732096.5,9
732096.5417,3
732096.5833,11
732096.625,3
732096.6667,9
732096.7083,6
732096.75,0
732096.7917,4
732096.8333,3
732096.875,6
732096.9167,4
732096.9583,7
732097,9
732097.0417,10
732097.0833,2
732097.125,3
732097.1667,2
732097.2083,4
732097.25,2
732097.2917,4
732097.3333,5
732097.375,4
732097.4167,0
732097.4583,3
732097.5,5
732097.5417,9
732097.5833,5
732097.625,8
732097.6667,19
732097.7083,1
732097.75,7
732097.7917,1
732097.8333,7
732097.875,4
732097.9167,4
732097.9583,3
732098,10
732098.0417,6
732098.0833,3
732098.125,2
732098.1667,4
732098.2083,4
732098.25,4
732098.2917,7
732098.3333,6
732098.375,5
732098.4167,2
732098.4583,2
732098.5,10
732098.5417,3
732098.5833,3
732098.625,5
732098.6667,3
732098.7083,6
732098.75,1
732098.7917,4
732098.8333,4
732098.875,2
732098.9167,5
732098.9583,4
732099,4
732099.0417,9
732099.0833,8
732099.125,5
732099.1667,7
732099.2083,4
732099.25,2
732099.2917,10
732099.3333,9
732099.375,2
732099.4167,7
732099.4583,9
732099.5,2
732099.5417,2
732099.5833,7
732099.625,10
732099.6667,5
732099.7083,6
732099.75,10
732099.7917,8
732099.8333,11
732099.875,8
732099.9167,2
732099.9583,5
732100,9
732100.0417,17
732100.0833,2
732100.125,4
732100.1667,6
732100.2083,3
732100.25,3
732100.2917,3
732100.3333,8
732100.375,7
732100.4167,3
732100.4583,9
732100.5,7
732100.5417,5
732100.5833,7
732100.625,4
732100.6667,6
732100.7083,3
732100.75,3
732100.7917,3
732100.8333,7
732100.875,5
732100.9167,7
732100.9583,3
732101,3
732101.0417,7
732101.0833,4
732101.125,3
732101.1667,8
732101.2083,2
732101.25,4
732101.2917,2
732101.3333,2
732101.375,1
732101.4167,5
732101.4583,3
732101.5,5
732101.5417,10
732101.5833,11
732101.625,3
732101.6667,5
732101.7083,6
732101.75,5
732101.7917,10
732101.8333,9
732101.875,4
732101.9167,2
732101.9583,13
732102,1
732102.0417,5
732102.0833,3
732102.125,2
732102.1667,6
732102.2083,12
732102.25,4
732102.2917,4
732102.3333,3
732102.375,3
732102.4167,2
732102.4583,8
732102.5,5
732102.5417,7
732102.5833,4
732102.625,10
732102.6667,5
732102.7083,9
732102.75,2
732102.7917,3
732102.8333,5
732102.875,7
732102.9167,8
732102.9583,5
732103,6
732103.0417,7
732103.0833,2
732103.125,1
732103.1667,3
732103.2083,6
732103.25,2
732103.2917,3
732103.3333,12
732103.375,6
732103.4167,5
732103.4583,6
732103.5,10
732103.5417,5
732103.5833,2
732103.625,5
732103.6667,3
732103.7083,3
732103.75,6
732103.7917,6
732103.8333,6
732103.875,1
732103.9167,6
732103.9583,2
732104,3
732104.0417,7
732104.0833,2
732104.125,12
732104.1667,4
732104.2083,3
732104.25,3
732104.2917,5
732104.3333,6
732104.375,7
732104.4167,8
732104.4583,10
732104.5,4
732104.5417,6
732104.5833,2
732104.625,9
732104.6667,4
732104.7083,18
732104.75,3
732104.7917,14
732104.8333,3
732104.875,8
732104.9167,6
732104.9583,7
732105,6
732105.0417,5
732105.0833,5
732105.125,9
732105.1667,3
732105.2083,5
732105.25,7
732105.2917,3
732105.3333,13
732105.375,2
732105.4167,3
732105.4583,6
732105.5,4
732105.5417,6
732105.5833,6
732105.625,3
732105.6667,5
732105.7083,2
732105.75,2
732105.7917,6
732105.8333,9
732105.875,5
732105.9167,4
732105.9583,8
732106,6
732106.0417,3
732106.0833,12
732106.125,5
732106.1667,3
732106.2083,5
732106.25,3
732106.2917,9
732106.3333,3
732106.375,4
732106.4167,3
732106.4583,3
732106.5,5
732106.5417,8
732106.5833,6
732106.625,8
732106.6667,5
732106.7083,8
732106.75,4
732106.7917,2
732106.8333,10
732106.875,4
732106.9167,7
732106.9583,14
732107,10
732107.0417,10
732107.0833,13
732107.125,3
732107.1667,6
732107.2083,3
732107.25,5
732107.2917,11
732107.3333,1
732107.375,8
732107.4167,5
732107.4583,4
732107.5,3
732107.5417,9
732107.5833,4
732107.625,1
732107.6667,1
732107.7083,9
732107.75,17
732107.7917,5
732107.8333,1
732107.875,6
732107.9167,9
732107.9583,6
732108,6
732108.0417,5
732108.0833,12
732108.125,7
732108.1667,4
732108.2083,14
732108.25,5
732108.2917,12
732108.3333,6
732108.375,15
732108.4167,14
732108.4583,4
732108.5,8
732108.5417,8
732108.5833,6
732108.625,6
732108.6667,6
732108.7083,12
732108.75,12
732108.7917,5
732108.8333,10
732108.875,3
732108.9167,8
732108.9583,7
732109,6
732109.0417,6
732109.0833,5
732109.125,3
732109.1667,2
732109.2083,4
732109.25,6
732109.2917,4
732109.3333,2
732109.375,8
732109.4167,4
732109.4583,3
732109.5,16
732109.5417,2
732109.5833,8
732109.625,3
732109.6667,9
732109.7083,2
732109.75,7
732109.7917,3
732109.8333,3
732109.875,3
732109.9167,16
732109.9583,8
732110,10
732110.0417,12
732110.0833,13
732110.125,7
732110.1667,7
732110.2083,9
732110.25,2
732110.2917,8
732110.3333,1
732110.375,7
732110.4167,5
732110.4583,7
732110.5,1
732110.5417,4
732110.5833,3
732110.625,11
732110.6667,3
732110.7083,2
732110.75,8
732110.7917,5
732110.8333,9
732110.875,1
732110.9167,6
732110.9583,11
732111,2
732111.0417,2
732111.0833,8
732111.125,5
732111.1667,5
732111.2083,13
732111.25,13
732111.2917,4
732111.3333,7
732111.375,3
732111.4167,4
732111.4583,4
732111.5,7
732111.5417,6
732111.5833,6
732111.625,1
732111.6667,3
732111.7083,7
732111.75,5
732111.7917,2
732111.8333,3
732111.875,11
732111.9167,6
732111.9583,4
732112,5
732112.0417,3
732112.0833,5
732112.125,5
732112.1667,5
732112.2083,7
732112.25,3
732112.2917,6
732112.3333,2
732112.375,11
732112.4167,1
732112.4583,2
732112.5,2
732112.5417,11
732112.5833,3
732112.625,7
732112.6667,7
732112.7083,1
732112.75,3
732112.7917,5
732112.8333,7
732112.875,10
732112.9167,4
732112.9583,6
732113,7
732113.0417,3
732113.0833,5
732113.125,10
732113.1667,2
732113.2083,7
732113.25,7
732113.2917,4
732113.3333,5
732113.375,6
732113.4167,2
732113.4583,12
732113.5,8
732113.5417,4
732113.5833,6
732113.625,4
732113.6667,6
732113.7083,13
732113.75,4
732113.7917,2
732113.8333,6
732113.875,4
732113.9167,2
732113.9583,4
732114,1
732114.0417,15
732114.0833,4
732114.125,6
732114.1667,9
732114.2083,10
732114.25,4
732114.2917,7
732114.3333,3
732114.375,4
732114.4167,9
732114.4583,6
732114.5,4
732114.5417,5
732114.5833,5
732114.625,3
732114.6667,10
732114.7083,8
732114.75,8
732114.7917,4
732114.8333,6
732114.875,6
732114.9167,2
732114.9583,5
732115,4
732115.0417,3
732115.0833,1
732115.125,4
732115.1667,5
732115.2083,6
732115.25,5
732115.2917,5
732115.3333,15
732115.375,4
732115.4167,6
732115.4583,4
732115.5,9
732115.5417,8
732115.5833,6
732115.625,6
732115.6667,7
732115.7083,7
732115.75,8
732115.7917,2
732115.8333,4
732115.875,5
732115.9167,2
732115.9583,17
732116,9
732116.0417,4
732116.0833,5
732116.125,6
732116.1667,6
732116.2083,4
732116.25,14
732116.2917,5
732116.3333,4
732116.375,3
732116.4167,3
732116.4583,10
732116.5,6
732116.5417,5
732116.5833,2
732116.625,3
732116.6667,1
732116.7083,7
732116.75,5
732116.7917,7
732116.8333,4
732116.875,2
732116.9167,2
732116.9583,8
732117,6
732117.0417,8
732117.0833,12
732117.125,5
732117.1667,9
732117.2083,3
732117.25,2
732117.2917,5
732117.3333,8
732117.375,3
732117.4167,1
732117.4583,3
732117.5,2
732117.5417,3
732117.5833,3
732117.625,8
732117.6667,2
732117.7083,4
732117.75,1
732117.7917,4
732117.8333,6
732117.875,6
732117.9167,5
732117.9583,6
732118,1
732118.0417,6
732118.0833,9
732118.125,12
732118.1667,4
732118.2083,5
732118.25,2
732118.2917,4
732118.3333,14
732118.375,3
732118.4167,4
732118.4583,7
732118.5,7
732118.5417,2
732118.5833,7
732118.625,1
732118.6667,4
732118.7083,6
732118.75,2
732118.7917,8
732118.8333,5
732118.875,9
732118.9167,8
732118.9583,5
732119,9
732119.0417,10
732119.0833,5
732119.125,3
732119.1667,3
732119.2083,3
732119.25,5
732119.2917,9
732119.3333,12
732119.375,7
732119.4167,3
732119.4583,6
732119.5,9
732119.5417,9
732119.5833,6
732119.625,3
732119.6667,2
732119.7083,3
732119.75,7
732119.7917,8
732119.8333,5
732119.875,12
732119.9167,8
732119.9583,3
732120,4
732120.0417,11
732120.0833,2
732120.125,3
732120.1667,8
732120.2083,5
732120.25,2
732120.2917,3
732120.3333,4
732120.375,2
732120.4167,4
732120.4583,9
732120.5,2
732120.5417,9
732120.5833,3
732120.625,9
732120.6667,15
732120.7083,8
732120.75,6
732120.7917,7
732120.8333,7
732120.875,6
732120.9167,2
732120.9583,6
732121,4
732121.0417,3
732121.0833,4
732121.125,7
732121.1667,7
732121.2083,13
732121.25,7
732121.2917,18
732121.3333,13
732121.375,1
732121.4167,2
732121.4583,8
732121.5,8
732121.5417,5
732121.5833,4
732121.625,8
732121.6667,6
732121.7083,11
732121.75,5
732121.7917,3
732121.8333,6
732121.875,2
732121.9167,6
732121.9583,11
732122,7
732122.0417,8
732122.0833,5
732122.125,6
732122.1667,9
732122.2083,1
732122.25,4
732122.2917,11
732122.3333,6
732122.375,2
732122.4167,5
732122.4583,4
732122.5,12
732122.5417,2
732122.5833,7
732122.625,5
732122.6667,4
732122.7083,8
732122.75,1
732122.7917,2
732122.8333,3
732122.875,5
732122.9167,5
732122.9583,9
732123,1
732123.0417,3
732123.0833,13
732123.125,5
732123.1667,5
732123.2083,2
732123.25,1
732123.2917,4
732123.3333,3
732123.375,5
732123.4167,6
732123.4583,7
732123.5,3
732123.5417,2
732123.5833,2
732123.625,6
732123.6667,3
732123.7083,3
732123.75,10
732123.7917,5
732123.8333,11
732123.875,1
732123.9167,5
732123.9583,7
732124,7
732124.0417,14
732124.0833,3
732124.125,7
732124.1667,4
732124.2083,11
732124.25,2
732124.2917,4
732124.3333,3
732124.375,8
732124.4167,2
732124.4583,4
732124.5,7
732124.5417,3
732124.5833,6
732124.625,12
732124.6667,5
732124.7083,3
732124.75,4
732124.7917,5
732124.8333,15
732124.875,4
732124.9167,3
732124.9583,4
732125,3
732125.0417,6
732125.0833,8
732125.125,17
732125.1667,6
732125.2083,9
732125.25,5
732125.2917,6
732125.3333,5
732125.375,1
732125.4167,5
732125.4583,2
732125.5,4
732125.5417,3
732125.5833,3
732125.625,5
732125.6667,5
732125.7083,2
732125.75,14
732125.7917,10
732125.8333,5
732125.875,10
732125.9167,10
732125.9583,5
732126,1
732126.0417,2
732126.0833,4
732126.125,4
732126.1667,1
732126.2083,6
732126.25,5
732126.2917,5
732126.3333,4
732126.375,4
732126.4167,7
732126.4583,3
732126.5,3
732126.5417,11
732126.5833,3
732126.625,4
732126.6667,4
732126.7083,6
732126.75,3
732126.7917,6
732126.8333,4
732126.875,10
732126.9167,3
732126.9583,7
732127,3
732127.0417,7
732127.0833,3
732127.125,13
732127.1667,6
732127.2083,9
732127.25,3
732127.2917,3
732127.3333,6
732127.375,7
732127.4167,5
732127.4583,7
732127.5,3
732127.5417,2
732127.5833,6
732127.625,9
732127.6667,2
732127.7083,4
732127.75,2
732127.7917,5
732127.8333,6
732127.875,13
732127.9167,5
732127.9583,2
732128,10
732128.0417,3
732128.0833,6
732128.125,2
732128.1667,6
732128.2083,8
732128.25,9
732128.2917,9
732128.3333,2
732128.375,1
732128.4167,12
732128.4583,11
732128.5,9
732128.5417,8
732128.5833,2
732128.625,8
732128.6667,6
732128.7083,10
732128.75,2
732128.7917,1
732128.8333,5
732128.875,6
732128.9167,3
732128.9583,4
732129,4
732129.0417,2
732129.0833,2
732129.125,5
732129.1667,5
732129.2083,3
732129.25,19
732129.2917,4
732129.3333,2
732129.375,3
732129.4167,9
732129.4583,6
732129.5,12
